 ID,Date,Parameter/Paramètre,Value/Valeur,Qualifier/Qualificatif,Symbol/Symbole,Approval/Approbation
05BH004,2022-04-02 11:15,47,49.5,-1,,Final/Finales
05BH004,2022-04-02 11:20,47,49.6,-1,,Final/Finales
05BH004,2022-04-02 11:25,47,49.6,-1,,Final/Finales
05BH004,2022-04-02 11:30,47,49.6,-1,,Final/Finales
05BH004,2022-04-02 11:35,47,49.8,-1,,Final/Finales
05BH004,2022-04-02 11:40,47,49.8,-1,,Final/Finales
05BH004,2022-04-02 11:45,47,49.9,-1,,Final/Finales
05BH004,2022-04-02 11:50,47,49.9,-1,,Final/Finales
05BH004,2022-04-02 11:55,47,49.9,-1,,Final/Finales
05BH004,2022-04-02 12:00,47,49.9,-1,,Final/Finales
05BH004,2022-04-02 12:05,47,49.9,-1,,Final/Finales
05BH004,2022-04-02 12:10,47,49.9,-1,,Final/Finales
05BH004,2022-04-02 12:15,47,49.9,-1,,Final/Finales
05BH004,2022-04-02 12:20,47,49.9,-1,,Final/Finales
05BH004,2022-04-02 12:25,47,50,-1,,Final/Finales
05BH004,2022-04-02 12:30,47,50,-1,,Final/Finales
05BH004,2022-04-02 12:35,47,50,-1,,Final/Finales
05BH004,2022-04-02 12:40,47,49.9,-1,,Final/Finales
05BH004,2022-04-02 12:45,47,50,-1,,Final/Finales
05BH004,2022-04-02 12:50,47,49.9,-1,,Final/Finales
05BH004,2022-04-02 12:55,47,50,-1,,Final/Finales
05BH004,2022-04-02 13:00,47,50,-1,,Final/Finales
05BH004,2022-04-02 13:05,47,49.9,-1,,Final/Finales
05BH004,2022-04-02 13:10,47,49.9,-1,,Final/Finales
05BH004,2022-04-02 13:15,47,49.9,-1,,Final/Finales
05BH004,2022-04-02 13:20,47,49.9,-1,,Final/Finales
05BH004,2022-04-02 13:25,47,49.9,-1,,Final/Finales
05BH004,2022-04-02 13:30,47,49.9,-1,,Final/Finales
05BH004,2022-04-02 13:35,47,49.9,-1,,Final/Finales
05BH004,2022-04-02 13:40,47,49.9,-1,,Final/Finales
05BH004,2022-04-02 13:45,47,49.9,-1,,Final/Finales
05BH004,2022-04-02 13:50,47,50,-1,,Final/Finales
05BH004,2022-04-02 13:55,47,50,-1,,Final/Finales
05BH004,2022-04-02 14:00,47,50.1,-1,,Final/Finales
05BH004,2022-04-02 14:05,47,50.2,-1,,Final/Finales
05BH004,2022-04-02 14:10,47,50.4,-1,,Final/Finales
05BH004,2022-04-02 14:15,47,50.6,-1,,Final/Finales
05BH004,2022-04-02 14:20,47,50.7,-1,,Final/Finales
05BH004,2022-04-02 14:25,47,51,-1,,Final/Finales
05BH004,2022-04-02 14:30,47,51.3,-1,,Final/Finales
05BH004,2022-04-02 14:35,47,51.5,-1,,Final/Finales
05BH004,2022-04-02 14:40,47,51.7,-1,,Final/Finales
05BH004,2022-04-02 14:45,47,51.8,-1,,Final/Finales
05BH004,2022-04-02 14:50,47,52.1,-1,,Final/Finales
05BH004,2022-04-02 14:55,47,52.1,-1,,Final/Finales
05BH004,2022-04-02 15:00,47,52.2,-1,,Final/Finales
05BH004,2022-04-02 15:05,47,52.5,-1,,Final/Finales
05BH004,2022-04-02 15:10,47,52.5,-1,,Final/Finales
05BH004,2022-04-02 15:15,47,52.6,-1,,Final/Finales
05BH004,2022-04-02 15:20,47,52.6,-1,,Final/Finales
05BH004,2022-04-02 15:25,47,52.6,-1,,Final/Finales
05BH004,2022-04-02 15:30,47,52.6,-1,,Final/Finales
05BH004,2022-04-02 15:35,47,52.6,-1,,Final/Finales
05BH004,2022-04-02 15:40,47,52.6,-1,,Final/Finales
05BH004,2022-04-02 15:45,47,52.6,-1,,Final/Finales
05BH004,2022-04-02 15:50,47,52.7,-1,,Final/Finales
05BH004,2022-04-02 15:55,47,52.7,-1,,Final/Finales
05BH004,2022-04-02 16:00,47,52.6,-1,,Final/Finales
05BH004,2022-04-02 16:05,47,52.7,-1,,Final/Finales
05BH004,2022-04-02 16:10,47,52.6,-1,,Final/Finales
05BH004,2022-04-02 16:15,47,52.6,-1,,Final/Finales
05BH004,2022-04-02 16:20,47,52.6,-1,,Final/Finales
05BH004,2022-04-02 16:25,47,52.6,-1,,Final/Finales
05BH004,2022-04-02 16:30,47,52.6,-1,,Final/Finales
05BH004,2022-04-02 16:35,47,52.6,-1,,Final/Finales
05BH004,2022-04-02 16:40,47,52.6,-1,,Final/Finales
05BH004,2022-04-02 16:45,47,52.6,-1,,Final/Finales
05BH004,2022-04-02 16:50,47,52.6,-1,,Final/Finales
05BH004,2022-04-02 16:55,47,52.5,-1,,Final/Finales
05BH004,2022-04-02 17:00,47,52.3,-1,,Final/Finales
05BH004,2022-04-02 17:05,47,52.1,-1,,Final/Finales
05BH004,2022-04-02 17:10,47,52,-1,,Final/Finales
05BH004,2022-04-02 17:15,47,51.8,-1,,Final/Finales
05BH004,2022-04-02 17:20,47,51.7,-1,,Final/Finales
05BH004,2022-04-02 17:25,47,51.6,-1,,Final/Finales
05BH004,2022-04-02 17:30,47,51.5,-1,,Final/Finales
05BH004,2022-04-02 17:35,47,51.2,-1,,Final/Finales
05BH004,2022-04-02 17:40,47,51.1,-1,,Final/Finales
05BH004,2022-04-02 17:45,47,51,-1,,Final/Finales
05BH004,2022-04-02 17:50,47,50.9,-1,,Final/Finales
05BH004,2022-04-02 17:55,47,50.7,-1,,Final/Finales
05BH004,2022-04-02 18:00,47,50.6,-1,,Final/Finales
05BH004,2022-04-02 18:05,47,50.6,-1,,Final/Finales
05BH004,2022-04-02 18:10,47,50.6,-1,,Final/Finales
05BH004,2022-04-02 18:15,47,50.6,-1,,Final/Finales
05BH004,2022-04-02 18:20,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 18:25,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 18:30,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 18:35,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 18:40,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 18:45,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 18:50,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 18:55,47,50.6,-1,,Final/Finales
05BH004,2022-04-02 19:00,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 19:05,47,50.6,-1,,Final/Finales
05BH004,2022-04-02 19:10,47,50.4,-1,,Final/Finales
05BH004,2022-04-02 19:15,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 19:20,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 19:25,47,50.6,-1,,Final/Finales
05BH004,2022-04-02 19:30,47,50.7,-1,,Final/Finales
05BH004,2022-04-02 19:35,47,50.6,-1,,Final/Finales
05BH004,2022-04-02 19:40,47,50.6,-1,,Final/Finales
05BH004,2022-04-02 19:45,47,50.6,-1,,Final/Finales
05BH004,2022-04-02 19:50,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 19:55,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 20:00,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 20:05,47,50.6,-1,,Final/Finales
05BH004,2022-04-02 20:10,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 20:15,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 20:20,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 20:25,47,50.4,-1,,Final/Finales
05BH004,2022-04-02 20:30,47,50.4,-1,,Final/Finales
05BH004,2022-04-02 20:35,47,50.4,-1,,Final/Finales
05BH004,2022-04-02 20:40,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 20:45,47,50.4,-1,,Final/Finales
05BH004,2022-04-02 20:50,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 20:55,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 21:00,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 21:05,47,50.6,-1,,Final/Finales
05BH004,2022-04-02 21:10,47,50.6,-1,,Final/Finales
05BH004,2022-04-02 21:15,47,50.6,-1,,Final/Finales
05BH004,2022-04-02 21:20,47,50.6,-1,,Final/Finales
05BH004,2022-04-02 21:25,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 21:30,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 21:35,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 21:40,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 21:45,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 21:50,47,50.6,-1,,Final/Finales
05BH004,2022-04-02 21:55,47,50.6,-1,,Final/Finales
05BH004,2022-04-02 22:00,47,50.6,-1,,Final/Finales
05BH004,2022-04-02 22:05,47,50.6,-1,,Final/Finales
05BH004,2022-04-02 22:10,47,50.6,-1,,Final/Finales
05BH004,2022-04-02 22:15,47,50.6,-1,,Final/Finales
05BH004,2022-04-02 22:20,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 22:25,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 22:30,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 22:35,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 22:40,47,50.4,-1,,Final/Finales
05BH004,2022-04-02 22:45,47,50.4,-1,,Final/Finales
05BH004,2022-04-02 22:50,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 22:55,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 23:00,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 23:05,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 23:10,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 23:15,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 23:20,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 23:25,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 23:30,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 23:35,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 23:40,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 23:45,47,50.5,-1,,Final/Finales
05BH004,2022-04-02 23:50,47,50.6,-1,,Final/Finales
05BH004,2022-04-02 23:55,47,50.6,-1,,Final/Finales
05BH004,2022-04-03 0:00,47,50.6,-1,,Final/Finales
05BH004,2022-04-03 0:05,47,50.6,-1,,Final/Finales
05BH004,2022-04-03 0:10,47,50.5,-1,,Final/Finales
05BH004,2022-04-03 0:15,47,50.5,-1,,Final/Finales
05BH004,2022-04-03 0:20,47,50.5,-1,,Final/Finales
05BH004,2022-04-03 0:25,47,50.5,-1,,Final/Finales
05BH004,2022-04-03 0:30,47,50.5,-1,,Final/Finales
05BH004,2022-04-03 0:35,47,50.5,-1,,Final/Finales
05BH004,2022-04-03 0:40,47,50.5,-1,,Final/Finales
05BH004,2022-04-03 0:45,47,50.5,-1,,Final/Finales
05BH004,2022-04-03 0:50,47,50.5,-1,,Final/Finales
05BH004,2022-04-03 0:55,47,50.6,-1,,Final/Finales
05BH004,2022-04-03 1:00,47,50.6,-1,,Final/Finales
05BH004,2022-04-03 1:05,47,50.6,-1,,Final/Finales
05BH004,2022-04-03 1:10,47,50.9,-1,,Final/Finales
05BH004,2022-04-03 1:15,47,50.9,-1,,Final/Finales
05BH004,2022-04-03 1:20,47,51.2,-1,,Final/Finales
05BH004,2022-04-03 1:25,47,51.5,-1,,Final/Finales
05BH004,2022-04-03 1:30,47,51.5,-1,,Final/Finales
05BH004,2022-04-03 1:35,47,51.7,-1,,Final/Finales
05BH004,2022-04-03 1:40,47,51.8,-1,,Final/Finales
05BH004,2022-04-03 1:45,47,52.1,-1,,Final/Finales
05BH004,2022-04-03 1:50,47,52.5,-1,,Final/Finales
05BH004,2022-04-03 1:55,47,52.2,-1,,Final/Finales
05BH004,2022-04-03 2:00,47,52.5,-1,,Final/Finales
05BH004,2022-04-03 2:05,47,52.6,-1,,Final/Finales
05BH004,2022-04-03 2:10,47,52.7,-1,,Final/Finales
05BH004,2022-04-03 2:15,47,52.7,-1,,Final/Finales
05BH004,2022-04-03 2:20,47,52.7,-1,,Final/Finales
05BH004,2022-04-03 2:25,47,52.8,-1,,Final/Finales
05BH004,2022-04-03 2:30,47,52.8,-1,,Final/Finales
05BH004,2022-04-03 2:35,47,52.8,-1,,Final/Finales
05BH004,2022-04-03 2:40,47,52.8,-1,,Final/Finales
05BH004,2022-04-03 2:45,47,52.8,-1,,Final/Finales
05BH004,2022-04-03 2:50,47,52.7,-1,,Final/Finales
05BH004,2022-04-03 2:55,47,52.8,-1,,Final/Finales
05BH004,2022-04-03 3:00,47,52.8,-1,,Final/Finales
05BH004,2022-04-03 3:05,47,52.8,-1,,Final/Finales
05BH004,2022-04-03 3:10,47,52.8,-1,,Final/Finales
05BH004,2022-04-03 3:15,47,53,-1,,Final/Finales
05BH004,2022-04-03 3:20,47,52.8,-1,,Final/Finales
05BH004,2022-04-03 3:25,47,53,-1,,Final/Finales
05BH004,2022-04-03 3:30,47,53,-1,,Final/Finales
05BH004,2022-04-03 3:35,47,53,-1,,Final/Finales
05BH004,2022-04-03 3:40,47,53,-1,,Final/Finales
05BH004,2022-04-03 3:45,47,53,-1,,Final/Finales
05BH004,2022-04-03 3:50,47,53,-1,,Final/Finales
05BH004,2022-04-03 3:55,47,53.1,-1,,Final/Finales
05BH004,2022-04-03 4:00,47,53.1,-1,,Final/Finales
05BH004,2022-04-03 4:05,47,53.1,-1,,Final/Finales
05BH004,2022-04-03 4:10,47,53.1,-1,,Final/Finales
05BH004,2022-04-03 4:15,47,53.2,-1,,Final/Finales
05BH004,2022-04-03 4:20,47,53.1,-1,,Final/Finales
05BH004,2022-04-03 4:25,47,53.1,-1,,Final/Finales
05BH004,2022-04-03 4:30,47,53,-1,,Final/Finales
05BH004,2022-04-03 4:35,47,52.8,-1,,Final/Finales
05BH004,2022-04-03 4:40,47,52.7,-1,,Final/Finales
05BH004,2022-04-03 4:45,47,52.6,-1,,Final/Finales
05BH004,2022-04-03 4:50,47,52.3,-1,,Final/Finales
05BH004,2022-04-03 4:55,47,52.2,-1,,Final/Finales
05BH004,2022-04-03 5:00,47,52.1,-1,,Final/Finales
05BH004,2022-04-03 5:05,47,52,-1,,Final/Finales
05BH004,2022-04-03 5:10,47,51.7,-1,,Final/Finales
05BH004,2022-04-03 5:15,47,51.7,-1,,Final/Finales
05BH004,2022-04-03 5:20,47,51.6,-1,,Final/Finales
05BH004,2022-04-03 5:25,47,51.3,-1,,Final/Finales
05BH004,2022-04-03 5:30,47,51.2,-1,,Final/Finales
05BH004,2022-04-03 5:35,47,51.2,-1,,Final/Finales
05BH004,2022-04-03 5:40,47,51.1,-1,,Final/Finales
05BH004,2022-04-03 5:45,47,51.1,-1,,Final/Finales
05BH004,2022-04-03 5:50,47,51.1,-1,,Final/Finales
05BH004,2022-04-03 5:55,47,51,-1,,Final/Finales
05BH004,2022-04-03 6:00,47,51,-1,,Final/Finales
05BH004,2022-04-03 6:05,47,51,-1,,Final/Finales
05BH004,2022-04-03 6:10,47,51,-1,,Final/Finales
05BH004,2022-04-03 6:15,47,51,-1,,Final/Finales
05BH004,2022-04-03 6:20,47,51,-1,,Final/Finales
05BH004,2022-04-03 6:25,47,51,-1,,Final/Finales
05BH004,2022-04-03 6:30,47,51,-1,,Final/Finales
05BH004,2022-04-03 6:35,47,51,-1,,Final/Finales
05BH004,2022-04-03 6:40,47,51,-1,,Final/Finales
05BH004,2022-04-03 6:45,47,51,-1,,Final/Finales
05BH004,2022-04-03 6:50,47,51,-1,,Final/Finales
05BH004,2022-04-03 6:55,47,51,-1,,Final/Finales
05BH004,2022-04-03 7:00,47,51,-1,,Final/Finales
05BH004,2022-04-03 7:05,47,51,-1,,Final/Finales
05BH004,2022-04-03 7:10,47,50.9,-1,,Final/Finales
05BH004,2022-04-03 7:15,47,50.9,-1,,Final/Finales
05BH004,2022-04-03 7:20,47,50.9,-1,,Final/Finales
05BH004,2022-04-03 7:25,47,50.9,-1,,Final/Finales
05BH004,2022-04-03 7:30,47,50.9,-1,,Final/Finales
05BH004,2022-04-03 7:35,47,50.9,-1,,Final/Finales
05BH004,2022-04-03 7:40,47,50.9,-1,,Final/Finales
05BH004,2022-04-03 7:45,47,50.9,-1,,Final/Finales
05BH004,2022-04-03 7:50,47,50.7,-1,,Final/Finales
05BH004,2022-04-03 7:55,47,50.7,-1,,Final/Finales
05BH004,2022-04-03 8:00,47,50.7,-1,,Final/Finales
05BH004,2022-04-03 8:05,47,50.7,-1,,Final/Finales
05BH004,2022-04-03 8:10,47,50.9,-1,,Final/Finales
05BH004,2022-04-03 8:15,47,50.7,-1,,Final/Finales
05BH004,2022-04-03 8:20,47,50.7,-1,,Final/Finales
05BH004,2022-04-03 8:25,47,50.9,-1,,Final/Finales
05BH004,2022-04-03 8:30,47,50.9,-1,,Final/Finales
05BH004,2022-04-03 8:35,47,50.9,-1,,Final/Finales
05BH004,2022-04-03 8:40,47,50.9,-1,,Final/Finales
05BH004,2022-04-03 8:45,47,50.9,-1,,Final/Finales
05BH004,2022-04-03 8:50,47,50.9,-1,,Final/Finales
05BH004,2022-04-03 8:55,47,51,-1,,Final/Finales
05BH004,2022-04-03 9:00,47,51,-1,,Final/Finales
05BH004,2022-04-03 9:05,47,51,-1,,Final/Finales
05BH004,2022-04-03 9:10,47,51,-1,,Final/Finales
05BH004,2022-04-03 9:15,47,51,-1,,Final/Finales
05BH004,2022-04-03 9:20,47,51,-1,,Final/Finales
05BH004,2022-04-03 9:25,47,51.1,-1,,Final/Finales
05BH004,2022-04-03 9:30,47,51,-1,,Final/Finales
05BH004,2022-04-03 9:35,47,51.1,-1,,Final/Finales
05BH004,2022-04-03 9:40,47,51.1,-1,,Final/Finales
05BH004,2022-04-03 9:45,47,51.1,-1,,Final/Finales
05BH004,2022-04-03 9:50,47,51.1,-1,,Final/Finales
05BH004,2022-04-03 9:55,47,51.1,-1,,Final/Finales
05BH004,2022-04-03 10:00,47,51.1,-1,,Final/Finales
05BH004,2022-04-03 10:05,47,51.1,-1,,Final/Finales
05BH004,2022-04-03 10:10,47,51.2,-1,,Final/Finales
05BH004,2022-04-03 10:15,47,51.1,-1,,Final/Finales
05BH004,2022-04-03 10:20,47,51.1,-1,,Final/Finales
05BH004,2022-04-03 10:25,47,51.1,-1,,Final/Finales
05BH004,2022-04-03 10:30,47,51.1,-1,,Final/Finales
05BH004,2022-04-03 10:35,47,51.1,-1,,Final/Finales
05BH004,2022-04-03 10:40,47,51.1,-1,,Final/Finales
05BH004,2022-04-03 10:45,47,51.2,-1,,Final/Finales
05BH004,2022-04-03 10:50,47,51.2,-1,,Final/Finales
05BH004,2022-04-03 10:55,47,51.3,-1,,Final/Finales
05BH004,2022-04-03 11:00,47,51.5,-1,,Final/Finales
05BH004,2022-04-03 11:05,47,51.6,-1,,Final/Finales
05BH004,2022-04-03 11:10,47,51.7,-1,,Final/Finales
05BH004,2022-04-03 11:15,47,51.8,-1,,Final/Finales
05BH004,2022-04-03 11:20,47,52.1,-1,,Final/Finales
05BH004,2022-04-03 11:25,47,52.3,-1,,Final/Finales
05BH004,2022-04-03 11:30,47,52.6,-1,,Final/Finales
05BH004,2022-04-03 11:35,47,52.8,-1,,Final/Finales
05BH004,2022-04-03 11:40,47,53.1,-1,,Final/Finales
05BH004,2022-04-03 11:45,47,53.3,-1,,Final/Finales
05BH004,2022-04-03 11:50,47,53.6,-1,,Final/Finales
05BH004,2022-04-03 11:55,47,53.7,-1,,Final/Finales
05BH004,2022-04-03 12:00,47,53.8,-1,,Final/Finales
05BH004,2022-04-03 12:05,47,54,-1,,Final/Finales
05BH004,2022-04-03 12:10,47,54.1,-1,,Final/Finales
05BH004,2022-04-03 12:15,47,54.2,-1,,Final/Finales
05BH004,2022-04-03 12:20,47,54.2,-1,,Final/Finales
05BH004,2022-04-03 12:25,47,54.3,-1,,Final/Finales
05BH004,2022-04-03 12:30,47,54.3,-1,,Final/Finales
05BH004,2022-04-03 12:35,47,54.5,-1,,Final/Finales
05BH004,2022-04-03 12:40,47,54.5,-1,,Final/Finales
05BH004,2022-04-03 12:45,47,54.5,-1,,Final/Finales
05BH004,2022-04-03 12:50,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 12:55,47,54.5,-1,,Final/Finales
05BH004,2022-04-03 13:00,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 13:05,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 13:10,47,54.7,-1,,Final/Finales
05BH004,2022-04-03 13:15,47,54.7,-1,,Final/Finales
05BH004,2022-04-03 13:20,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 13:25,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 13:30,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 13:35,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 13:40,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 13:45,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 13:50,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 13:55,47,54.5,-1,,Final/Finales
05BH004,2022-04-03 14:00,47,54.5,-1,,Final/Finales
05BH004,2022-04-03 14:05,47,54.5,-1,,Final/Finales
05BH004,2022-04-03 14:10,47,54.5,-1,,Final/Finales
05BH004,2022-04-03 14:15,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 14:20,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 14:25,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 14:30,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 14:35,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 14:40,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 14:45,47,54.7,-1,,Final/Finales
05BH004,2022-04-03 14:50,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 14:55,47,54.7,-1,,Final/Finales
05BH004,2022-04-03 15:00,47,54.7,-1,,Final/Finales
05BH004,2022-04-03 15:05,47,54.7,-1,,Final/Finales
05BH004,2022-04-03 15:10,47,54.7,-1,,Final/Finales
05BH004,2022-04-03 15:15,47,54.7,-1,,Final/Finales
05BH004,2022-04-03 15:20,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 15:25,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 15:30,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 15:35,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 15:40,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 15:45,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 15:50,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 15:55,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 16:00,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 16:05,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 16:10,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 16:15,47,54.7,-1,,Final/Finales
05BH004,2022-04-03 16:20,47,54.7,-1,,Final/Finales
05BH004,2022-04-03 16:25,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 16:30,47,54.7,-1,,Final/Finales
05BH004,2022-04-03 16:35,47,54.7,-1,,Final/Finales
05BH004,2022-04-03 16:40,47,54.7,-1,,Final/Finales
05BH004,2022-04-03 16:45,47,54.8,-1,,Final/Finales
05BH004,2022-04-03 16:50,47,54.8,-1,,Final/Finales
05BH004,2022-04-03 16:55,47,54.8,-1,,Final/Finales
05BH004,2022-04-03 17:00,47,55,-1,,Final/Finales
05BH004,2022-04-03 17:05,47,54.8,-1,,Final/Finales
05BH004,2022-04-03 17:10,47,54.8,-1,,Final/Finales
05BH004,2022-04-03 17:15,47,55,-1,,Final/Finales
05BH004,2022-04-03 17:20,47,55,-1,,Final/Finales
05BH004,2022-04-03 17:25,47,55,-1,,Final/Finales
05BH004,2022-04-03 17:30,47,54.8,-1,,Final/Finales
05BH004,2022-04-03 17:35,47,54.8,-1,,Final/Finales
05BH004,2022-04-03 17:40,47,54.8,-1,,Final/Finales
05BH004,2022-04-03 17:45,47,54.8,-1,,Final/Finales
05BH004,2022-04-03 17:50,47,54.7,-1,,Final/Finales
05BH004,2022-04-03 17:55,47,54.7,-1,,Final/Finales
05BH004,2022-04-03 18:00,47,54.7,-1,,Final/Finales
05BH004,2022-04-03 18:05,47,54.7,-1,,Final/Finales
05BH004,2022-04-03 18:10,47,54.7,-1,,Final/Finales
05BH004,2022-04-03 18:15,47,54.7,-1,,Final/Finales
05BH004,2022-04-03 18:20,47,54.7,-1,,Final/Finales
05BH004,2022-04-03 18:25,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 18:30,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 18:35,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 18:40,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 18:45,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 18:50,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 18:55,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 19:00,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 19:05,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 19:10,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 19:15,47,54.5,-1,,Final/Finales
05BH004,2022-04-03 19:20,47,54.5,-1,,Final/Finales
05BH004,2022-04-03 19:25,47,54.5,-1,,Final/Finales
05BH004,2022-04-03 19:30,47,54.5,-1,,Final/Finales
05BH004,2022-04-03 19:35,47,54.5,-1,,Final/Finales
05BH004,2022-04-03 19:40,47,54.5,-1,,Final/Finales
05BH004,2022-04-03 19:45,47,54.5,-1,,Final/Finales
05BH004,2022-04-03 19:50,47,54.5,-1,,Final/Finales
05BH004,2022-04-03 19:55,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 20:00,47,54.5,-1,,Final/Finales
05BH004,2022-04-03 20:05,47,54.5,-1,,Final/Finales
05BH004,2022-04-03 20:10,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 20:15,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 20:20,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 20:25,47,54.7,-1,,Final/Finales
05BH004,2022-04-03 20:30,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 20:35,47,54.7,-1,,Final/Finales
05BH004,2022-04-03 20:40,47,54.7,-1,,Final/Finales
05BH004,2022-04-03 20:45,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 20:50,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 20:55,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 21:00,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 21:05,47,54.5,-1,,Final/Finales
05BH004,2022-04-03 21:10,47,54.5,-1,,Final/Finales
05BH004,2022-04-03 21:15,47,54.5,-1,,Final/Finales
05BH004,2022-04-03 21:20,47,54.3,-1,,Final/Finales
05BH004,2022-04-03 21:25,47,54.3,-1,,Final/Finales
05BH004,2022-04-03 21:30,47,54.3,-1,,Final/Finales
05BH004,2022-04-03 21:35,47,54.3,-1,,Final/Finales
05BH004,2022-04-03 21:40,47,54.3,-1,,Final/Finales
05BH004,2022-04-03 21:45,47,54.5,-1,,Final/Finales
05BH004,2022-04-03 21:50,47,54.5,-1,,Final/Finales
05BH004,2022-04-03 21:55,47,54.5,-1,,Final/Finales
05BH004,2022-04-03 22:00,47,54.5,-1,,Final/Finales
05BH004,2022-04-03 22:05,47,54.5,-1,,Final/Finales
05BH004,2022-04-03 22:10,47,54.5,-1,,Final/Finales
05BH004,2022-04-03 22:15,47,54.5,-1,,Final/Finales
05BH004,2022-04-03 22:20,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 22:25,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 22:30,47,54.6,-1,,Final/Finales
05BH004,2022-04-03 22:35,47,54.6,-1,,Final/Finales
